,Date,volume
4435,2021/02/24,357933
4436,2021/02/25,325960
4437,2021/02/26,306277
4438,2021/02/27,320627
4439,2021/02/28,254185
4440,2021/03/01,280355
4441,2021/03/02,338007
4442,2021/03/03,333250
4443,2021/03/04,289503
4444,2021/03/05,317631
4445,2021/03/06,287811
4446,2021/03/07,260593
4447,2021/03/08,291800
4448,2021/03/09,299542
4449,2021/03/10,344539
4450,2021/03/11,291113
4451,2021/03/12,320594
4452,2021/03/13,276929
4453,2021/03/14,307893
4454,2021/03/15,292083
4455,2021/03/16,319344
4456,2021/03/17,295983
4457,2021/03/18,331566
4458,2021/03/19,316032
4459,2021/03/20,286794
4460,2021/03/21,234780
4461,2021/03/22,297259
4462,2021/03/23,314073
4463,2021/03/24,304941
4464,2021/03/25,318408
4465,2021/03/26,293474
4466,2021/03/27,288100
4467,2021/03/28,248446
4468,2021/03/29,303154
4469,2021/03/30,320944
4470,2021/03/31,332592
4471,2021/04/01,311794
4472,2021/04/02,305648
4473,2021/04/03,281586
4474,2021/04/04,245861
4475,2021/04/05,288890
4476,2021/04/06,309421
4477,2021/04/07,321162
4478,2021/04/08,278400
4479,2021/04/09,324568
4480,2021/04/10,298929
4481,2021/04/11,253304
4482,2021/04/12,291225
4483,2021/04/13,310071
4484,2021/04/14,297359
4485,2021/04/15,359268
4486,2021/04/16,219601
4487,2021/04/17,194489
4488,2021/04/18,274611
4489,2021/04/19,208316
4490,2021/04/20,279849
4491,2021/04/21,225920
4492,2021/04/22,274467
4493,2021/04/23,295596
4494,2021/04/24,290545
4495,2021/04/25,240900
4496,2021/04/26,240573
4497,2021/04/27,297967
4498,2021/04/28,276984
4499,2021/04/29,259343
4500,2021/04/30,289244
4501,2021/05/01,262852
4502,2021/05/02,235029
4503,2021/05/03,286830
4504,2021/05/04,300643
4505,2021/05/05,309617
4506,2021/05/06,311210
4507,2021/05/07,307816
4508,2021/05/08,274520
4509,2021/05/09,247680
4510,2021/05/10,303117
4511,2021/05/11,311943
4512,2021/05/12,300280
4513,2021/05/13,276311
4514,2021/05/14,265921
4515,2021/05/15,231976
4516,2021/05/16,219303
4517,2021/05/17,250789
4518,2021/05/18,220918
4519,2021/05/19,263294
4520,2021/05/20,227927
4521,2021/05/21,226241
4522,2021/05/22,223684
4523,2021/05/23,194201
4524,2021/05/24,234629
4525,2021/05/25,233521
4526,2021/05/26,230631
4527,2021/05/27,213918
4528,2021/05/28,218192
4529,2021/05/29,198216
4530,2021/05/30,179651
4531,2021/05/31,226328
4532,2021/06/01,234419
4533,2021/06/02,250423
4534,2021/06/03,255474
4535,2021/06/04,236541
4536,2021/06/05,194449
4537,2021/06/06,185155
4538,2021/06/07,235346
4539,2021/06/08,246757
4540,2021/06/09,210785
4541,2021/06/10,252865
4542,2021/06/11,216397
4543,2021/06/12,222642
4544,2021/06/13,186966
4545,2021/06/14,242281
4546,2021/06/15,241730
4547,2021/06/16,252814
4548,2021/06/17,237595
4549,2021/06/18,222794
4550,2021/06/19,186939
4551,2021/06/20,167144
4552,2021/06/21,204945
4553,2021/06/22,196432
4554,2021/06/23,232603
4555,2021/06/24,233173
4556,2021/06/25,218135
4557,2021/06/26,181539
4558,2021/06/27,121480
4559,2021/06/28,220912
4560,2021/06/29,205526
4561,2021/06/30,215216
4562,2021/07/01,233587
4563,2021/07/02,188478
4564,2021/07/03,237336
4565,2021/07/04,171735
4566,2021/07/05,223628
4567,2021/07/06,228137
4568,2021/07/07,221104
4569,2021/07/08,230580
4570,2021/07/09,227380
4571,2021/07/10,187102
4572,2021/07/11,166019
4573,2021/07/12,220143
4574,2021/07/13,229780
4575,2021/07/14,236047
4576,2021/07/15,226106
4577,2021/07/16,223316
4578,2021/07/17,181904
4579,2021/07/18,160978
4580,2021/07/19,226633
4581,2021/07/20,230387
4582,2021/07/21,235535
4583,2021/07/22,230129
4584,2021/07/23,230995
4585,2021/07/24,197937
4586,2021/07/25,174382
4587,2021/07/26,261800
4588,2021/07/27,255051
4589,2021/07/28,251066
4590,2021/07/29,262452
4591,2021/07/30,255251
4592,2021/07/31,207190
4593,2021/08/01,185003
4594,2021/08/02,239134
4595,2021/08/03,246029
4596,2021/08/04,239460
4597,2021/08/05,246015
4598,2021/08/06,260651
4599,2021/08/07,212062
4600,2021/08/08,191465
4601,2021/08/09,252508
4602,2021/08/10,260803
4603,2021/08/11,262290
4604,2021/08/12,250810
4605,2021/08/13,260482
4606,2021/08/14,208910
4607,2021/08/15,186057
4608,2021/08/16,263368
4609,2021/08/17,257594
4610,2021/08/18,247198
4611,2021/08/19,253293
4612,2021/08/20,271677
4613,2021/08/21,219237
4614,2021/08/22,190467
4615,2021/08/23,270539
4616,2021/08/24,263830
4617,2021/08/25,262849
4618,2021/08/26,258444
4619,2021/08/27,256667
4620,2021/08/28,218127
4621,2021/08/29,191494
4622,2021/08/30,250820
4623,2021/08/31,271019
4624,2021/09/01,280728
4625,2021/09/02,289751
4626,2021/09/03,283843
4627,2021/09/04,227577
4628,2021/09/05,204902
4629,2021/09/06,268705
4630,2021/09/07,276471
4631,2021/09/08,270341
4632,2021/09/09,274247
4633,2021/09/10,261235
4634,2021/09/11,218297
4635,2021/09/12,192544
4636,2021/09/13,255811
4637,2021/09/14,267959
4638,2021/09/15,268815
4639,2021/09/16,271087
4640,2021/09/17,270893
4641,2021/09/18,227506
4642,2021/09/19,200356
4643,2021/09/20,270069
4644,2021/09/21,244445
4645,2021/09/22,275101
4646,2021/09/23,268524
4647,2021/09/24,277417
4648,2021/09/25,212431
4649,2021/09/26,195421
4650,2021/09/27,255718
4651,2021/09/28,262140
4652,2021/09/29,241861
4653,2021/09/30,292903
4654,2021/10/01,276902
4655,2021/10/02,259773
4656,2021/10/03,217962
4657,2021/10/04,268799
4658,2021/10/05,312374
4659,2021/10/06,267618
4660,2021/10/07,325734
4661,2021/10/08,279908
4662,2021/10/09,246039
4663,2021/10/10,211347
4664,2021/10/11,280038
4665,2021/10/12,274021
4666,2021/10/13,288747
4667,2021/10/14,282246
4668,2021/10/15,297605
4669,2021/10/16,269919
4670,2021/10/17,215723
4671,2021/10/18,285220
4672,2021/10/19,311863
4673,2021/10/20,291664
4674,2021/10/21,320595
4675,2021/10/22,287392
4676,2021/10/23,223796
4677,2021/10/24,211067
4678,2021/10/25,284498
4679,2021/10/26,293879
4680,2021/10/27,291957
4681,2021/10/28,295405
4682,2021/10/29,305562
4683,2021/10/30,251906
4684,2021/10/31,217296
4685,2021/11/01,293134
4686,2021/11/02,297244
4687,2021/11/03,288585
4688,2021/11/04,288998
